Ngày,Mã hóa đơn,Mã khách hàng,Mã cửa hàng,Mã sản phẩm,Danh mục,Số lượng,Đơn giá,Giá vốn,Doanh thu,Tồn kho,Mã khuyến mãi,Loại khuyến mãi,Giảm giá,Ngày bắt đầu khuyến mãi,Ngày kết thúc khuyến mãi
2025-02-01 12:40:00,HD0002064,KHACH_LE,CH02,SP021,Thực phẩm khô,3,65000,49625,195000,310,,,,,
2025-02-01 12:13:00,HD0002065,KH01772,CH01,SP039,Đồ gia dụng,2,68500,43064,130769,140,,,,,
2025-02-01 12:13:00,HD0002065,KH01772,CH01,SP063,Chăm sóc cá nhân,1,76500,53635,73020,314,,,,,
2025-02-01 12:13:00,HD0002065,KH01772,CH01,SP062,Chăm sóc cá nhân,2,67000,37895,121510,98,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-02-01 12:13:00,HD0002065,KH01772,CH01,SP066,Chăm sóc cá nhân,2,44500,26705,84952,412,,,,,
2025-02-01 14:07:00,HD0002066,KH02023,CH02,SP052,Văn phòng phẩm,1,35000,25680,51393,293,,,,,
2025-02-01 14:07:00,HD0002066,KH02023,CH02,SP035,Hóa mỹ phẩm,1,58000,32258,85165,234,,,,,
2025-02-01 14:07:00,HD0002066,KH02023,CH02,SP062,Chăm sóc cá nhân,2,67000,37895,186923,96,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-02-01 18:13:00,HD0002067,KH00724,CH02,SP066,Chăm sóc cá nhân,2,44500,26705,99482,410,,,,,
2025-02-01 18:13:00,HD0002067,KH00724,CH02,SP034,Hóa mỹ phẩm,1,145000,82401,162077,154,,,,,
2025-02-01 18:13:00,HD0002067,KH00724,CH02,SP035,Hóa mỹ phẩm,1,58000,32258,64831,233,,,,,
2025-02-01 10:26:00,HD0002068,KH00674,CH02,SP045,Đồ gia dụng,1,157500,115074,187048,303,,,,,
2025-02-01 16:25:00,HD0002069,KH01552,CH01,SP034,Hóa mỹ phẩm,1,145000,82401,118571,153,,,,,
2025-02-01 16:25:00,HD0002069,KH01552,CH01,SP062,Chăm sóc cá nhân,1,67000,37895,52048,95,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-02-01 16:25:00,HD0002069,KH01552,CH01,SP068,Chăm sóc cá nhân,3,175000,108474,429307,354,,,,,
2025-02-01 12:22:00,HD0002070,KH01675,CH01,SP006,Đồ uống,4,14000,10891,69262,198,,,,,
2025-02-01 12:22:00,HD0002070,KH01675,CH01,SP031,Hóa mỹ phẩm,2,44000,26872,108841,175,,,,,
2025-02-01 11:01:00,HD0002071,KH01368,CH01,SP021,Thực phẩm khô,2,65000,49625,108602,308,,,,,
2025-02-01 11:01:00,HD0002071,KH01368,CH01,SP001,Đồ uống,1,28500,22599,23809,105,,,,,
2025-02-01 11:01:00,HD0002071,KH01368,CH01,SP034,Hóa mỹ phẩm,1,145000,82401,121133,152,,,,,
2025-02-01 10:49:00,HD0002072,KH01239,CH02,SP068,Chăm sóc cá nhân,3,175000,108474,467257,351,,,,,
2025-02-01 16:48:00,HD0002073,KH00012,CH02,SP007,Đồ uống,1,30000,23037,35548,301,,,,,
2025-02-01 16:48:00,HD0002073,KH00012,CH02,SP066,Chăm sóc cá nhân,1,44500,26705,52730,409,,,,,
2025-02-01 11:23:00,HD0002074,KH01995,CH01,SP065,Chăm sóc cá nhân,3,35000,19382,104243,317,,,,,
2025-02-01 11:23:00,HD0002074,KH01995,CH01,SP035,Hóa mỹ phẩm,1,58000,32258,57582,232,,,,,
2025-02-01 14:43:00,HD0002075,KH01833,CH01,SP024,Thực phẩm khô,1,47500,37727,59770,411,,,,,
2025-02-01 14:43:00,HD0002075,KH01833,CH01,SP010,Đồ uống,1,9000,7469,11325,429,,,,,
2025-02-01 08:08:00,HD0002076,KHACH_LE,CH02,SP062,Chăm sóc cá nhân,2,67000,37895,127300,93,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-02-01 08:08:00,HD0002076,KHACH_LE,CH02,SP056,Mẹ & bé,1,94000,61160,94000,292,,,,,
2025-02-01 15:53:00,HD0002077,KH01603,CH01,SP053,Văn phòng phẩm,2,20000,13022,36363,253,,,,,
2025-02-01 15:53:00,HD0002077,KH01603,CH01,SP034,Hóa mỹ phẩm,1,145000,82401,131816,151,,,,,
2025-02-01 15:53:00,HD0002077,KH01603,CH01,SP049,Văn phòng phẩm,1,31000,22009,28181,232,,,,,
2025-02-01 18:26:00,HD0002078,KH00456,CH01,SP015,Bánh kẹo,2,34500,25984,59005,434,,,,,
2025-02-01 18:26:00,HD0002078,KH00456,CH01,SP066,Chăm sóc cá nhân,2,44500,26705,76107,407,,,,,
2025-02-01 18:26:00,HD0002078,KH00456,CH01,SP035,Hóa mỹ phẩm,2,58000,32258,99196,230,,,,,
2025-02-01 17:59:00,HD0002079,KH00576,CH01,SP053,Văn phòng phẩm,1,20000,13022,29603,252,,,,,
2025-02-01 17:59:00,HD0002079,KH00576,CH01,SP025,Thực phẩm khô,1,79000,62562,116933,240,,,,,
2025-02-01 18:22:00,HD0002080,KH00016,CH01,SP053,Văn phòng phẩm,3,20000,13022,61679,249,,,,,
2025-02-01 18:22:00,HD0002080,KH00016,CH01,SP046,Văn phòng phẩm,1,6000,3637,6168,392,,,,,
2025-02-01 18:22:00,HD0002080,KH00016,CH01,SP021,Thực phẩm khô,1,65000,49625,66819,307,,,,,
2025-02-01 18:55:00,HD0002081,KH00744,CH01,SP029,Hóa mỹ phẩm,1,27500,20130,31691,381,,,,,
2025-02-01 18:55:00,HD0002081,KH00744,CH01,SP062,Chăm sóc cá nhân,4,67000,37895,293397,89,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-02-02 14:47:00,HD0002082,KH00574,CH02,SP052,Văn phòng phẩm,1,35000,25680,27581,292,,,,,
2025-02-02 11:43:00,HD0002083,KH00534,CH02,SP013,Bánh kẹo,1,14500,10565,15601,498,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-02-02 08:36:00,HD0002084,KH01072,CH01,SP055,Mẹ & bé,1,66000,52356,67357,523,,,,,
2025-02-02 08:36:00,HD0002084,KH01072,CH01,SP060,Mẹ & bé,1,218000,139411,222484,413,,,,,
2025-02-02 19:43:00,HD0002085,KH02123,CH01,SP011,Bánh kẹo,1,36000,23575,40391,489,,,,,
2025-02-02 19:43:00,HD0002085,KH02123,CH01,SP017,Bánh kẹo,1,33500,26098,37586,486,,,,,
2025-02-02 19:19:00,HD0002086,KH01168,CH02,SP052,Văn phòng phẩm,5,35000,25680,157355,287,,,,,
2025-02-02 12:34:00,HD0002087,KH01725,CH02,SP001,Đồ uống,1,28500,22599,35343,104,,,,,
2025-02-02 12:34:00,HD0002087,KH01725,CH02,SP059,Mẹ & bé,1,52500,41576,65106,406,,,,,
2025-02-02 12:34:00,HD0002087,KH01725,CH02,SP018,Bánh kẹo,2,10000,6820,24802,330,,,,,
2025-02-02 12:34:00,HD0002087,KH01725,CH02,SP053,Văn phòng phẩm,1,20000,13022,24802,248,,,,,
2025-02-02 14:03:00,HD0002088,KH00329,CH01,SP068,Chăm sóc cá nhân,1,175000,108474,174600,350,,,,,
2025-02-02 14:03:00,HD0002088,KH00329,CH01,SP057,Mẹ & bé,5,83000,52164,414051,327,,,,,
2025-02-02 15:20:00,HD0002089,KH00547,CH02,SP014,Bánh kẹo,1,33000,24236,48917,150,,,,,
2025-02-02 11:03:00,HD0002090,KH00547,CH02,SP066,Chăm sóc cá nhân,4,44500,26705,263857,403,,,,,
2025-02-02 11:03:00,HD0002090,KH00547,CH02,SP018,Bánh kẹo,1,10000,6820,14823,329,,,,,
2025-02-02 11:03:00,HD0002090,KH00547,CH02,SP025,Thực phẩm khô,1,79000,62562,117105,239,,,,,
2025-02-02 18:07:00,HD0002091,KH00315,CH01,SP062,Chăm sóc cá nhân,1,67000,37895,49738,88,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-02-02 17:31:00,HD0002092,KH00630,CH02,SP027,Thực phẩm khô,1,56500,41015,57208,214,,,,,
2025-02-02 20:45:00,HD0002093,KH02219,CH02,SP066,Chăm sóc cá nhân,1,44500,26705,37125,402,,,,,
2025-02-02 20:45:00,HD0002093,KH02219,CH02,SP062,Chăm sóc cá nhân,1,67000,37895,53101,87,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-02-02 20:45:00,HD0002093,KH02219,CH02,SP034,Hóa mỹ phẩm,1,145000,82401,120969,150,,,,,
2025-02-02 20:45:00,HD0002093,KH02219,CH02,SP022,Thực phẩm khô,1,72000,53556,60067,265,,,,,
2025-02-02 12:53:00,HD0002094,KH00770,CH02,SP042,Đồ gia dụng,2,121000,95793,216628,214,,,,,
2025-02-02 12:53:00,HD0002094,KH00770,CH02,SP064,Chăm sóc cá nhân,1,58000,30893,51919,405,,,,,
2025-02-02 16:25:00,HD0002095,KH00377,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,35001,401,,,,,
2025-02-02 16:25:00,HD0002095,KH00377,CH01,SP024,Thực phẩm khô,1,47500,37727,37361,410,,,,,
2025-02-02 16:25:00,HD0002095,KH00377,CH01,SP058,Mẹ & bé,1,123000,92733,85135,313,KM009,bundle,0.12,2025-01-30,2025-02-07
2025-02-02 13:04:00,HD0002096,KH01757,CH02,SP022,Thực phẩm khô,2,72000,53556,141177,263,,,,,
2025-02-02 16:42:00,HD0002097,KHACH_LE,CH02,SP042,Đồ gia dụng,2,121000,95793,242000,212,,,,,
2025-02-02 11:37:00,HD0002098,KH01979,CH01,SP053,Văn phòng phẩm,1,20000,13022,18972,247,,,,,
2025-02-02 20:31:00,HD0002099,KHACH_LE,CH01,SP016,Bánh kẹo,2,38000,28191,76000,493,,,,,
2025-02-02 20:31:00,HD0002099,KHACH_LE,CH01,SP060,Mẹ & bé,1,218000,139411,218000,412,,,,,
2025-02-02 14:17:00,HD0002100,KH00002,CH01,SP062,Chăm sóc cá nhân,1,67000,37895,55593,86,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-02-02 14:17:00,HD0002100,KH00002,CH01,SP002,Đồ uống,1,26500,22201,23145,193,,,,,
2025-02-02 14:17:00,HD0002100,KH00002,CH01,SP034,Hóa mỹ phẩm,1,145000,82401,126645,149,,,,,
2025-02-02 10:09:00,HD0002101,KHACH_LE,CH01,SP034,Hóa mỹ phẩm,1,145000,82401,145000,148,,,,,
2025-02-02 17:38:00,HD0002102,KH01760,CH02,SP061,Mẹ & bé,1,198000,126558,202223,447,,,,,
2025-02-02 17:38:00,HD0002102,KH01760,CH02,SP068,Chăm sóc cá nhân,2,175000,108474,357465,348,,,,,
2025-02-02 08:06:00,HD0002103,KH01640,CH01,SP034,Hóa mỹ phẩm,1,145000,82401,134449,147,,,,,
2025-02-02 18:49:00,HD0002104,KH02093,CH01,SP034,Hóa mỹ phẩm,1,145000,82401,174014,146,,,,,
2025-02-02 18:49:00,HD0002104,KH02093,CH01,SP008,Đồ uống,3,17500,12667,63005,428,,,,,
2025-02-02 18:32:00,HD0002105,KH01591,CH02,SP063,Chăm sóc cá nhân,1,76500,53635,93792,313,,,,,
2025-02-02 18:32:00,HD0002105,KH01591,CH02,SP048,Văn phòng phẩm,1,31500,19194,33986,229,KM009,bundle,0.12,2025-01-30,2025-02-07
2025-02-02 18:32:00,HD0002105,KH01591,CH02,SP014,Bánh kẹo,1,33000,24236,40459,149,,,,,
2025-02-02 16:03:00,HD0002106,KH00717,CH02,SP024,Thực phẩm khô,1,47500,37727,50726,409,,,,,
2025-02-02 13:42:00,HD0002107,KH00631,CH01,SP030,Hóa mỹ phẩm,1,82500,59214,63341,398,,,,,
2025-02-02 13:32:00,HD0002108,KH01736,CH02,SP034,Hóa mỹ phẩm,1,145000,82401,122680,145,,,,,
2025-02-02 09:39:00,HD0002109,KH01378,CH01,SP022,Thực phẩm khô,1,72000,53556,79371,262,,,,,
2025-02-02 20:41:00,HD0002110,KH02487,CH01,SP027,Thực phẩm khô,1,56500,41015,48900,213,,,,,
2025-02-02 20:41:00,HD0002110,KH02487,CH01,SP026,Thực phẩm khô,1,36000,28252,31157,249,,,,,
2025-02-02 17:39:00,HD0002111,KH00831,CH01,SP054,Mẹ & bé,1,173500,135435,199042,264,,,,,
2025-02-02 17:39:00,HD0002111,KH00831,CH01,SP044,Đồ gia dụng,3,159000,121775,547222,359,,,,,
2025-02-02 08:58:00,HD0002112,KH00251,CH01,SP038,Đồ gia dụng,1,74500,55041,66033,167,,,,,
2025-02-02 11:54:00,HD0002113,KH01519,CH01,SP061,Mẹ & bé,1,198000,126558,247016,446,,,,,
2025-02-02 20:14:00,HD0002114,KH01668,CH01,SP001,Đồ uống,1,28500,22599,31856,103,,,,,
2025-02-02 11:06:00,HD0002115,KH00810,CH01,SP022,Thực phẩm khô,2,72000,53556,133961,260,,,,,
2025-02-02 13:21:00,HD0002116,KH00918,CH02,SP066,Chăm sóc cá nhân,1,44500,26705,40644,400,,,,,
2025-02-02 12:38:00,HD0002117,KH00749,CH01,SP005,Đồ uống,4,25000,18576,117114,266,,,,,
2025-02-02 12:38:00,HD0002117,KH00749,CH01,SP021,Thực phẩm khô,2,65000,49625,152249,305,,,,,
2025-02-02 12:38:00,HD0002117,KH00749,CH01,SP018,Bánh kẹo,3,10000,6820,35134,326,,,,,
2025-02-02 11:51:00,HD0002118,KH01414,CH02,SP053,Văn phòng phẩm,1,20000,13022,17079,246,,,,,
2025-02-02 17:32:00,HD0002119,KH00391,CH01,SP039,Đồ gia dụng,2,68500,43064,108961,138,,,,,
2025-02-02 17:32:00,HD0002119,KH00391,CH01,SP043,Đồ gia dụng,2,102500,79037,163043,397,,,,,
2025-02-02 14:19:00,HD0002120,KH00024,CH01,SP022,Thực phẩm khô,2,72000,53556,174992,258,,,,,
2025-02-02 17:14:00,HD0002121,KH00882,CH01,SP035,Hóa mỹ phẩm,1,58000,32258,64924,229,,,,,
2025-02-02 17:14:00,HD0002121,KH00882,CH01,SP053,Văn phòng phẩm,1,20000,13022,22387,245,,,,,
2025-02-02 12:19:00,HD0002122,KH01562,CH02,SP001,Đồ uống,1,28500,22599,32207,102,,,,,
2025-02-02 12:19:00,HD0002122,KH01562,CH02,SP058,Mẹ & bé,1,123000,92733,122320,312,KM009,bundle,0.12,2025-01-30,2025-02-07
2025-02-02 18:58:00,HD0002123,KH00090,CH01,SP060,Mẹ & bé,2,218000,139411,436597,410,,,,,
2025-02-02 18:58:00,HD0002123,KH00090,CH01,SP008,Đồ uống,1,17500,12667,17524,427,,,,,
2025-02-02 19:22:00,HD0002124,KH00534,CH02,SP034,Hóa mỹ phẩm,1,145000,82401,164221,144,,,,,
2025-02-02 19:22:00,HD0002124,KH00534,CH02,SP013,Bánh kẹo,1,14500,10565,15601,497,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-02-02 19:22:00,HD0002124,KH00534,CH02,SP016,Bánh kẹo,1,38000,28191,43037,492,,,,,
2025-02-02 19:22:00,HD0002124,KH00534,CH02,SP053,Văn phòng phẩm,2,20000,13022,45302,243,,,,,
2025-02-02 20:18:00,HD0002125,KH01480,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,37490,399,,,,,
2025-02-02 20:30:00,HD0002126,KH00329,CH02,SP053,Văn phòng phẩm,1,20000,13022,19954,242,,,,,
2025-02-02 15:01:00,HD0002127,KH00378,CH01,SP021,Thực phẩm khô,2,65000,49625,107231,303,,,,,
2025-02-02 13:28:00,HD0002128,KH01519,CH02,SP036,Hóa mỹ phẩm,1,114500,75585,142845,308,,,,,
2025-02-02 20:27:00,HD0002129,KH00800,CH02,SP059,Mẹ & bé,2,52500,41576,153409,404,,,,,
2025-02-02 20:27:00,HD0002129,KH00800,CH02,SP046,Văn phòng phẩm,1,6000,3637,8766,391,,,,,
2025-02-02 19:57:00,HD0002130,KH01538,CH01,SP034,Hóa mỹ phẩm,1,145000,82401,161677,143,,,,,
2025-02-02 19:57:00,HD0002130,KH01538,CH01,SP014,Bánh kẹo,2,33000,24236,73591,147,,,,,
2025-02-02 08:38:00,HD0002131,KHACH_LE,CH02,SP021,Thực phẩm khô,1,65000,49625,65000,302,,,,,
2025-02-02 08:38:00,HD0002131,KHACH_LE,CH02,SP052,Văn phòng phẩm,1,35000,25680,35000,286,,,,,
2025-02-02 18:18:00,HD0002132,KH00630,CH01,SP034,Hóa mỹ phẩm,1,145000,82401,146816,142,,,,,
2025-02-02 19:56:00,HD0002133,KH02175,CH01,SP032,Hóa mỹ phẩm,1,72500,50003,89143,448,,,,,
2025-02-02 13:11:00,HD0002134,KH02300,CH02,SP055,Mẹ & bé,1,66000,52356,60560,522,,,,,
2025-02-02 13:11:00,HD0002134,KH02300,CH02,SP006,Đồ uống,1,14000,10891,12846,197,,,,,
2025-02-02 19:42:00,HD0002135,KH00439,CH01,SP022,Thực phẩm khô,1,72000,53556,70796,257,,,,,
2025-02-02 14:11:00,HD0002136,KH00329,CH02,SP052,Văn phòng phẩm,1,35000,25680,34920,285,,,,,
2025-02-02 17:01:00,HD0002137,KH02147,CH02,SP034,Hóa mỹ phẩm,2,145000,82401,271480,140,,,,,
2025-02-02 17:01:00,HD0002137,KH02147,CH02,SP066,Chăm sóc cá nhân,3,44500,26705,124975,396,,,,,
2025-02-02 19:48:00,HD0002138,KH00493,CH02,SP049,Văn phòng phẩm,1,31000,22009,25186,231,,,,,
2025-02-02 18:03:00,HD0002139,KHACH_LE,CH01,SP010,Đồ uống,1,9000,7469,9000,428,,,,,
2025-02-02 17:50:00,HD0002140,KH02419,CH01,SP031,Hóa mỹ phẩm,2,44000,26872,99661,173,,,,,
2025-02-02 14:54:00,HD0002141,KH01756,CH01,SP027,Thực phẩm khô,1,56500,41015,57824,212,,,,,
2025-02-02 14:54:00,HD0002141,KH01756,CH01,SP060,Mẹ & bé,1,218000,139411,223108,409,,,,,
2025-02-02 14:54:00,HD0002141,KH01756,CH01,SP018,Bánh kẹo,1,10000,6820,10234,325,,,,,
2025-02-02 14:54:00,HD0002141,KH01756,CH01,SP062,Chăm sóc cá nhân,2,67000,37895,130283,84,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-02-02 12:40:00,HD0002142,KH01878,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,60054,395,,,,,
2025-02-02 19:30:00,HD0002143,KH01208,CH02,SP029,Hóa mỹ phẩm,2,27500,20130,56241,379,,,,,
2025-02-02 20:38:00,HD0002144,KH00498,CH02,SP039,Đồ gia dụng,1,68500,43064,62350,137,,,,,
2025-02-02 20:38:00,HD0002144,KH00498,CH02,SP027,Thực phẩm khô,1,56500,41015,51427,211,,,,,
2025-02-02 20:38:00,HD0002144,KH00498,CH02,SP029,Hóa mỹ phẩm,1,27500,20130,25031,378,,,,,
2025-02-02 20:38:00,HD0002144,KH00498,CH02,SP030,Hóa mỹ phẩm,3,82500,59214,225279,395,,,,,
2025-02-02 12:39:00,HD0002145,KH01502,CH01,SP048,Văn phòng phẩm,1,31500,19194,37517,228,KM009,bundle,0.12,2025-01-30,2025-02-07
2025-02-02 12:39:00,HD0002145,KH01502,CH01,SP066,Chăm sóc cá nhân,3,44500,26705,180682,392,,,,,
2025-02-02 10:19:00,HD0002146,KH02366,CH01,SP013,Bánh kẹo,2,14500,10565,34634,495,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-02-02 09:04:00,HD0002147,KH01113,CH02,SP011,Bánh kẹo,2,36000,23575,71544,487,,,,,
2025-02-02 09:04:00,HD0002147,KH01113,CH02,SP034,Hóa mỹ phẩm,1,145000,82401,144082,139,,,,,
2025-02-02 19:40:00,HD0002148,KH00734,CH02,SP062,Chăm sóc cá nhân,2,67000,37895,119262,82,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-02-02 16:09:00,HD0002149,KH01767,CH01,SP022,Thực phẩm khô,2,72000,53556,114446,255,,,,,
2025-02-02 13:32:00,HD0002150,KH00607,CH01,SP013,Bánh kẹo,4,14500,10565,70809,491,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-02-02 13:32:00,HD0002150,KH00607,CH01,SP055,Mẹ & bé,1,66000,52356,84817,521,,,,,
2025-02-02 13:32:00,HD0002150,KH00607,CH01,SP044,Đồ gia dụng,1,159000,121775,204332,358,,,,,
2025-02-02 16:55:00,HD0002151,KH02070,CH01,SP059,Mẹ & bé,4,52500,41576,204125,400,,,,,
2025-02-02 13:06:00,HD0002152,KHACH_LE,CH01,SP067,Chăm sóc cá nhân,2,47000,30923,94000,306,,,,,
2025-02-02 13:06:00,HD0002152,KHACH_LE,CH01,SP051,Văn phòng phẩm,1,50000,30779,50000,368,,,,,
2025-02-02 12:32:00,HD0002153,KH02190,CH01,SP014,Bánh kẹo,1,33000,24236,30269,146,,,,,
2025-02-02 12:32:00,HD0002153,KH02190,CH01,SP062,Chăm sóc cá nhân,1,67000,37895,58382,81,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-02-02 13:20:00,HD0002154,KH00607,CH01,SP031,Hóa mỹ phẩm,1,44000,26872,56545,172,,,,,
2025-02-02 19:38:00,HD0002155,KH00210,CH01,SP014,Bánh kẹo,1,33000,24236,36929,145,,,,,
2025-02-02 19:38:00,HD0002155,KH00210,CH01,SP001,Đồ uống,2,28500,22599,63787,100,,,,,
2025-02-02 19:38:00,HD0002155,KH00210,CH01,SP031,Hóa mỹ phẩm,1,44000,26872,49239,171,,,,,
2025-02-02 08:58:00,HD0002156,KH01757,CH01,SP013,Bánh kẹo,1,14500,10565,13505,490,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-02-02 08:58:00,HD0002156,KH01757,CH01,SP062,Chăm sóc cá nhân,1,67000,37895,62402,80,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-02-02 08:58:00,HD0002156,KH01757,CH01,SP053,Văn phòng phẩm,1,20000,13022,19608,241,,,,,
2025-02-02 15:44:00,HD0002157,KH00469,CH02,SP064,Chăm sóc cá nhân,1,58000,30893,53194,404,,,,,
2025-02-02 14:57:00,HD0002158,KH01554,CH02,SP027,Thực phẩm khô,1,56500,41015,57675,210,,,,,
2025-02-02 14:57:00,HD0002158,KH01554,CH02,SP026,Thực phẩm khô,1,36000,28252,36749,248,,,,,
2025-02-02 19:58:00,HD0002159,KH01104,CH01,SP034,Hóa mỹ phẩm,2,145000,82401,329007,137,,,,,
2025-02-02 13:32:00,HD0002160,KH01757,CH02,SP058,Mẹ & bé,1,123000,92733,106118,311,KM009,bundle,0.12,2025-01-30,2025-02-07
2025-02-02 13:32:00,HD0002160,KH01757,CH02,SP045,Đồ gia dụng,1,157500,115074,154412,302,,,,,
2025-02-02 08:21:00,HD0002161,KH00237,CH01,SP018,Bánh kẹo,1,10000,6820,10981,324,,,,,
2025-02-02 10:08:00,HD0002162,KH02487,CH01,SP029,Hóa mỹ phẩm,1,27500,20130,23801,377,,,,,
2025-02-02 17:02:00,HD0002163,KH00724,CH01,SP014,Bánh kẹo,1,33000,24236,36887,144,,,,,
2025-02-02 17:02:00,HD0002163,KH00724,CH01,SP038,Đồ gia dụng,2,74500,55041,166548,165,,,,,
2025-02-02 10:43:00,HD0002164,KH00192,CH01,SP042,Đồ gia dụng,5,121000,95793,517130,207,,,,,
2025-02-02 10:43:00,HD0002164,KH00192,CH01,SP061,Mẹ & bé,1,198000,126558,169243,445,,,,,
2025-02-02 14:46:00,HD0002165,KH00882,CH02,SP066,Chăm sóc cá nhân,1,44500,26705,49812,391,,,,,
2025-02-02 14:46:00,HD0002165,KH00882,CH02,SP058,Mẹ & bé,1,123000,92733,121161,310,KM009,bundle,0.12,2025-01-30,2025-02-07
2025-02-02 12:58:00,HD0002166,KH00547,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,65964,390,,,,,
2025-02-02 09:24:00,HD0002167,KH00478,CH01,SP019,Bánh kẹo,1,34500,23560,33132,409,,,,,
2025-02-02 09:24:00,HD0002167,KH00478,CH01,SP015,Bánh kẹo,1,34500,25984,33132,433,,,,,
2025-02-02 10:39:00,HD0002168,KH01061,CH01,SP021,Thực phẩm khô,1,65000,49625,52750,301,,,,,
2025-02-02 14:14:00,HD0002169,KH00054,CH01,SP034,Hóa mỹ phẩm,1,145000,82401,162739,136,,,,,
2025-02-02 11:30:00,HD0002170,KH01668,CH01,SP035,Hóa mỹ phẩm,1,58000,32258,64830,228,,,,,
2025-02-02 17:43:00,HD0002171,KH01140,CH01,SP051,Văn phòng phẩm,1,50000,30779,42606,367,,,,,
2025-02-02 14:10:00,HD0002172,KH01426,CH01,SP062,Chăm sóc cá nhân,4,67000,37895,270268,76,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-02-02 20:31:00,HD0002173,KH02245,CH01,SP026,Thực phẩm khô,2,36000,28252,68993,246,,,,,
2025-02-02 20:31:00,HD0002173,KH02245,CH01,SP062,Chăm sóc cá nhân,4,67000,37895,243966,72,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-02-02 15:22:00,HD0002174,KH00391,CH02,SP052,Văn phòng phẩm,1,35000,25680,27837,284,,,,,
2025-02-02 15:22:00,HD0002174,KH00391,CH02,SP045,Đồ gia dụng,1,157500,115074,125265,301,,,,,
2025-02-02 13:49:00,HD0002175,KH00898,CH02,SP045,Đồ gia dụng,2,157500,115074,312138,299,,,,,
2025-02-02 13:49:00,HD0002175,KH00898,CH02,SP039,Đồ gia dụng,2,68500,43064,135755,135,,,,,
2025-02-02 08:35:00,HD0002176,KH02472,CH01,SP066,Chăm sóc cá nhân,4,44500,26705,142818,386,,,,,
2025-02-02 08:35:00,HD0002176,KH02472,CH01,SP038,Đồ gia dụng,1,74500,55041,59775,164,,,,,
2025-02-02 19:05:00,HD0002177,KH01146,CH01,SP039,Đồ gia dụng,1,68500,43064,59860,134,,,,,
2025-02-02 19:05:00,HD0002177,KH01146,CH01,SP058,Mẹ & bé,2,123000,92733,189176,308,KM009,bundle,0.12,2025-01-30,2025-02-07
2025-02-02 10:28:00,HD0002178,KHACH_LE,CH01,SP035,Hóa mỹ phẩm,1,58000,32258,58000,227,,,,,
2025-02-02 10:28:00,HD0002178,KHACH_LE,CH01,SP045,Đồ gia dụng,4,157500,115074,630000,295,,,,,
2025-02-02 10:28:00,HD0002178,KHACH_LE,CH01,SP062,Chăm sóc cá nhân,1,67000,37895,63650,71,KM005,discount_percent,0.05,2025-01-30,2025-02-03
2025-02-02 19:02:00,HD0002179,KH01995,CH01,SP008,Đồ uống,1,17500,12667,17374,426,,,,,
2025-02-02 19:02:00,HD0002179,KH01995,CH01,SP034,Hóa mỹ phẩm,3,145000,82401,431866,133,,,,,
2025-02-02 19:02:00,HD0002179,KH01995,CH01,SP046,Văn phòng phẩm,1,6000,3637,5957,390,,,,,
2025-02-02 19:02:00,HD0002179,KH01995,CH01,SP063,Chăm sóc cá nhân,3,76500,53635,227846,310,,,,,
2025-02-02 17:21:00,HD0002180,KH02432,CH02,SP066,Chăm sóc cá nhân,2,44500,26705,72620,384,,,,,
2025-02-02 10:15:00,HD0002181,KH02480,CH01,SP005,Đồ uống,1,25000,18576,22153,265,,,,,
2025-02-02 19:25:00,HD0002182,KHACH_LE,CH01,SP004,Đồ uống,2,20000,16036,40000,505,,,,,
2025-02-02 16:18:00,HD0002183,KH00841,CH01,SP027,Thực phẩm khô,1,56500,41015,49242,209,,,,,
2025-02-02 19:56:00,HD0002184,KHACH_LE,CH01,SP066,Chăm sóc cá nhân,1,44500,26705,44500,383,,,,,
2025-02-03 19:27:00,HD0002185,KH00315,CH01,SP059,Mẹ & bé,1,52500,41576,41025,399,,,,,
2025-02-03 17:01:00,HD0002186,KH02291,CH01,SP053,Văn phòng phẩm,1,20000,13022,16342,240,,,,,
